,,,
,,,
Email:  PAM@CAMPBELLCONSTRUCTIONINC.ORG,,Prequalification Expiration Date:Aug-31-2025,
,,,
Work Class:500c  -  METAL DECKING,,,
Work Class:511  -  REINFORCEMENT STEEL,,,
,,,
00000000018528,"CAMTEC COMMUNICATIONS, LLC",JOSE ALAN DEL CARMEN,Registered
"Shipping Address: 86 LAURELTON CIR LAWRENCEVILLE, GA 30044",,Phone Number: (678)232-6662,
,,,
Email:  CAM_TEC@YAHOO.COM,,Prequalification Expiration Date:Mar-31-2026,
,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:935  -  FIBER OPTIC SYSTEM,,,
,,,
2CA335,"CANTRELL FOREST PRODUCTS, INC.",KIMBERLY B. PHILLIPS,Registered
"Shipping Address: P. O. BOX 353 BUFORD, GA 30515",,Phone Number: (770)560-0960,
,,,
Email:  DYLAN@CANTRELLFOREST.COM,,Prequalification Expiration Date:Jul-31-2026,
,,,
Work Class:201  -  CLEARING AND GRUBBING RIGHT OF WAY,,,
,,,
2CA350,"CANTSINK OF ATLANTA , LLC",RYAN YEOMANS,Registered
"Shipping Address: 71 FIRST AVENUE LILBURN, GA 30047",,Phone Number: (678)280-7453,
"Mailing Address: 71 FIRST AVENUE LILBURN, GA 30047",,,
,,Fax Number: (678)280-3476 ,
,,,
,,,
Email:  JONATHAN@CANTSINK.COM,,Prequalification Expiration Date:Nov-30-2019,
,,,
Work Class:534  -  PEDESTRIAN OVERPASS BRIDGE,,,
,,,
2CA373,"CAPE ROMAIN CONTRACTORS, INC.",ANDREW G. DUPRE,Prequalified
"Shipping Address: 612 CAPE ROMAIN RD. WANDO, SC 29492",,Phone Number: (843)884-5167,
"Mailing Address: 612 CAPE ROMAIN RD. WANDO, SC 29492",,,
,,Fax Number: (843)884-0516 ,
,,,
,,,
Email:  ACCOUNTING@CAPEROMAINCONTRACTORS.COM,,Prequalification Expiration Date:May-31-2024,
,,,
Work Class:500  -  CONCRETE STRUCTURES,,,
Work Class:500a  -  RETAINING WALLS,,,
Work Class:501  -  STEEL STRUCTURES,,,
Work Class:502  -  TIMBER STRUCTURES,,,
Work Class:511  -  REINFORCEMENT STEEL,,,
Work Class:513  -  PRCST REIN CONC BX CLVRT BRL & END SECT,,,
Work Class:520  -  PILING,,,
Work Class:524  -  DRILLED CAISSON FOUNDATIONS,,,
,,,
2CA450,"CAPITAL ASPHALT, INC.",MARC MITCHELL,Prequalified
"Shipping Address: 1330 CAPITAL ASPHALT CIRCLE NE TALLAHASSEE, FL 32308",,Phone Number: (850)574-3742,
"Mailing Address: 1330 CAPITAL ASPHALT CIRCLE NE TALLAHASSEE, FL 32308",,,
,,Fax Number: (850)656-6435 ,
,,,
,,,
Email:  Candace@capitalasphaltinc.net,,Prequalification Expiration Date:Apr-30-2024,
,,,
Work Class:163  -  MISCELLANEOUS EROSION CONTROL ITEMS,,,
Work Class:201  -  CLEARING AND GRUBBING RIGHT OF WAY,,,
Work Class:205  -  ROADWAY EXCAVATION,,,
Work Class:205a  -  HAULING SOIL WITHIN THE PROJECT,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
Work Class:209  -  SUBGRADE CONSTRUCTION,,,
Work Class:301  -  SOIL-CEMENT CONSTRUCTION,,,
Work Class:400  -  HOT MIX ASPHALTIC CONCRETE CONSTRUCTION,,,
,,,
00000000015615,"CAPITAL PAVEMENT MARKING, LLC",CRYSTAL WALLACE,Registered
,,,
Email:  CRYSTALWALLACE88@GMAIL.COM,,Prequalification Expiration Date:Jan-31-2020,
,,,
Work Class:424  -  SURFACE TREATMENT,,,
Work Class:652  -  PAINTING TRAFFIC STRIPE,,,
Work Class:653  -  THERMOPLASTIC TRAFFIC STRIPE,,,
Work Class:657  -  PERFORMED PLASTIC MARKING,,,
,,,
2OW225,"CARL OWEN CONSTRUCTION, LLC",CHRISTA OWEN,Prequalified
"Shipping Address: 1735 CASHTOWN ROAD BREMEN, GA 30110",,Phone Number: (770)832-2275,
,,,
Email:  CHRISTA@CARLOWENCONSTRUCTION.COM,,Prequalification Expiration Date:Jun-30-2023,
,,,
Work Class:150  -  TRAFFIC CONTROL,,,
Work Class:209  -  SUBGRADE CONSTRUCTION,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:500  -  CONCRETE STRUCTURES,,,
Work Class:641  -  GUARD RAIL,,,
Work Class:660  -  SANITARY SEWERS,,,
Work Class:668  -  MISC DRAINAGE STRUCTURES,,,
,,,
2CA392,"CARLSON CONSTRUCTION SERVICES, LLC",DIANA L. CARLSON,Prequalified
"Shipping Address: 27 N FAIRGROUND ST NE MARIETTA, GA 30060",,Phone Number: (770)732-0054,
"Mailing Address: 27 N FAIRGROUND ST NE MARIETTA, GA 30060",,,
,,Fax Number: (770)732-0907 ,
,,,
,,,
Email:  BBIXBY@CARLSONCS.COM,,Prequalification Expiration Date:Aug-31-2021,
,,,
Work Class:647  -  TRAFFIC SIGNAL INSTALLATION,,,
Work Class:680  -  LIGHTING STANDARDS AND LUMINAIRES,,,
Work Class:935  -  FIBER OPTIC SYSTEM,,,
Work Class:940  -  ATMS,,,
,,,
2CA565,"CAROLYN'S HAULING, INC.",CAROLYN LEWIS,Prequalified
"Shipping Address: 3931 CHERRY RIDGE BLVD DECATUR, GA 30034",,Phone Number: (770)318-3085,
,,,
Email:  CAROLYNSHAULING@COMCAST.NET,,Prequalification Expiration Date:Dec-31-2023,
,,,
Work Class:205a  -  HAULING SOIL WITHIN THE PROJECT,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:432a  -  HAULING MILLINGS,,,
"Work Class:603a  -  HAULING RIP RAP TO PROJECT, ALL SIZES",,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
00000000018129,"CARRAWAY CONCRETE CONSTRUCTION, LLC",W. KEITH CARRAWAY,Registered
"Shipping Address: 557 MIDWAY ROAD CAIRO, GA 39828",,Phone Number: (229)377-1990,
"Mailing Address: 557 MIDWAY ROAD CAIRO, GA 39828",,,
,,Fax Number: (229)378-1081 ,
,,,
,,,
Email:  CARRAWAYCONCRETE@GMAIL.COM,,Prequalification Expiration Date:Jan-31-2027,
,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:500a  -  RETAINING WALLS,,,
,,,
2CA580,"CARROLL & CARROLL, INC.",Sheri Carroll Goros,Prequalified
"Shipping Address: P. O. BOX 7676 SAVANNAH, GA 31418",,Phone Number: (912)964-7446,
"Mailing Address: P. O. BOX 7676 SAVANNAH, GA 31418",,,
,,Fax Number: (912)964-7449 ,
,,,
,,,
Email:  JASONH@CACASPHALT.COM,,Prequalification Expiration Date:Dec-31-2020,
,,,
Work Class:400  -  HOT MIX ASPHALTIC CONCRETE CONSTRUCTION,,,
,,,
00000000013340,"CARTER BROTHERS SECURITY SERVICES, LLC",JOHN F. CARTER,Registered
"Shipping Address: 3015 RN MARTIN STREET EAST POINT, GA 30344",,Phone Number: (404)254-4225,
"Mailing Address: 3015 RN MARTIN STREET EAST POINT, GA 30344",,,
,,Fax Number: (404)745-8805 ,
,,,
,,,
Email:  TJONES@CARTERBROTHERS.COM,,Prequalification Expiration Date:Aug-31-2017,
,,,
,,,
2CA787,CASE ATLANTIC COMPANY,NIGEL B OSBORN,Prequalified
"Shipping Address: 14450 46TH ST. NORTH, #106 CLEARWATER, FL 33762",,Phone Number: (727)572-7740,
"Mailing Address: 14450 46TH ST. NORTH, #106 CLEARWATER, FL 33762",,,
,,Fax Number: (727)571-1393 ,
,,,
,,,
Email:  pdaleksiak@casefoundation.com,,Prequalification Expiration Date:Sep-30-2020,
,,,
Work Class:500a  -  RETAINING WALLS,,,
Work Class:520  -  PILING,,,
Work Class:524  -  DRILLED CAISSON FOUNDATIONS,,,
,,,
2CA793,CASE FOUNDATION COMPANY,ROBERT E SCHOCK,Prequalified
"Shipping Address: P. O. BOX 40 ROSELLE, IL 60172",,Phone Number: (630)529-2911,
"Mailing Address: P. O. BOX 40 ROSELLE, IL 60172",,,
,,Fax Number: (630)529-4802 ,
,,,
,,,
Email:  JJCAHILL@CASEFOUNDATION.COM,,Prequalification Expiration Date:Oct-31-2020,
,,,
Work Class:500a  -  RETAINING WALLS,,,
Work Class:520  -  PILING,,,
Work Class:524  -  DRILLED CAISSON FOUNDATIONS,,,
,,,
2CA795,"CASEY TREE EXPERTS, INC.",JOANN CASEY,Prequalified
"Shipping Address: P.O. Box 1276 LILBURN, GA 30048",,Phone Number: (770)498-7000,
"Mailing Address: P.O. Box 1276 LILBURN, GA 30048",,,
,,Fax Number: (770)972-1951 ,
,,,
,,,
Email:  MICHELLE@CASEYTREE.COM,,Prequalification Expiration Date:Jun-07-2019,
,,,
Work Class:150  -  TRAFFIC CONTROL,,,
Work Class:163  -  MISCELLANEOUS EROSION CONTROL ITEMS,,,
Work Class:201  -  CLEARING AND GRUBBING RIGHT OF WAY,,,
Work Class:208  -  EMBANKMENTS,,,
Work Class:624  -  SOUND BARRIERS,,,
Work Class:700  -  GRASSING,,,
"Work Class:702  -  VINE, SHRUB, AND TREE PLANTING",,,
,,,
2CA920,"CAUSIE CONTRACTING, INC.",SHERYL ARNETT,Prequalified
"Shipping Address: 201 PLAINS RD. MASON, MI 48854",,Phone Number: (517)676-3700,
"Mailing Address: 201 PLAINS RD. MASON, MI 48854",,,
,,Fax Number: (517)676-3758 ,
,,,
,,,
Email:  smarnett@causiecontracting.org,,Prequalification Expiration Date:Nov-30-2025,
,,,
Work Class:310  -  GRADED AGGREGATE CONSTRUCTION,,,
Work Class:439  -  PCC PAVEMENT,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:452  -  FULL DEPTH SLAB REPLACEMENT,,,
Work Class:461  -  SEALING ROADWAY & BRIDGE JOINTS & CRACKS,,,
,,,
00000000018956,"CAYJ COMPANIES, LLC.",CAYLIN NEWTON,Registered
"Shipping Address: 3751 HIGHWAY 166 DOUGLASVILLE, GA 30135",,Phone Number: (404)938-6383,
,,,
Email:  INFO@CAYJCOMPANIES.COM,,Prequalification Expiration Date:Jul-31-2026,
,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:400a  -  HAULING ASPHALTIC CONCRETE MIX,,,
Work Class:432a  -  HAULING MILLINGS,,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
2CB010,"CBH EXCAVATION, LLC",ERIN HICKMAN,Registered
"Shipping Address: 2383 RIDGE ROAD NW NORWOOD, GA 30821",,Phone Number: (706)833-2410,
"Mailing Address: 2383 RIDGE ROAD NW NORWOOD, GA 30821",,,
,,Fax Number: (706)739-4229 ,
,,,
,,,
Email:  EHICKMAN@CBHEXCAVATION.COM,,Prequalification Expiration Date:Jul-31-2026,
,,,
"Work Class:550  -  STRM DR PIPE, PIPE-ARCH CLVT, SD DR PIPE",,,
Work Class:660  -  SANITARY SEWERS,,,
Work Class:670  -  WATER DISTRIBUTION,,,
,,,
2CB100,"CBK MECHANICAL, INC.",BRENT STEELE,Registered
"Shipping Address: 101 Cleghorn Street VILLA RICA, GA 30180",,Phone Number: (770)838-1949,
"Mailing Address: 101 Cleghorn Street VILLA RICA, GA 30180",,,
,,Fax Number: (770)838-1015 ,
,,,
,,,
Email:  brent.steele@cbkmechanical.com,,Prequalification Expiration Date:Jun-30-2023,
,,,
Work Class:647  -  TRAFFIC SIGNAL INSTALLATION,,,
Work Class:680  -  LIGHTING STANDARDS AND LUMINAIRES,,,
Work Class:935  -  FIBER OPTIC SYSTEM,,,
Work Class:940  -  ATMS,,,
,,,
00000000019377,"CBP ENVIRONMENTAL, INC",MARK R. ALLEN,Prequalified
"Shipping Address: 1928 EXECUTIVE PARK DRIVE STATHAM, GA 30666",,Phone Number: (770)725-4100,
,,,
Email:  MARK.ALLEN@CBPINC-GA.COM,,Prequalification Expiration Date:Dec-31-2026,
,,,
Work Class:205  -  ROADWAY EXCAVATION,,,
Work Class:205a  -  HAULING SOIL WITHIN THE PROJECT,,,
Work Class:208  -  EMBANKMENTS,,,
Work Class:209  -  SUBGRADE CONSTRUCTION,,,
Work Class:310  -  GRADED AGGREGATE CONSTRUCTION,,,
Work Class:432  -  MILL ASPHALT PAVEMENT,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
,,,
00000000013189,"CEKRA, INC.",ANITA NAGY KRATSA,Prequalified
"Shipping Address: P.O. BOX 7964 WILMINGTON, NC 28409",,Phone Number: (910)338-3643,
"Mailing Address: P.O. BOX 7964 WILMINGTON, NC 28409",,,
,,Fax Number: (866)893-5798 ,
,,,
,,,
Email:  Office@cekra.com,,Prequalification Expiration Date:Sep-30-2025,
,,,
Work Class:461  -  SEALING ROADWAY & BRIDGE JOINTS & CRACKS,,,
Work Class:501  -  STEEL STRUCTURES,,,
Work Class:535  -  PAINTING STRUCTURES,,,
,,,
2CE150,"CELEBRITY FENCE COMPANY, INC.",N. E. MAINER,Registered
"Shipping Address: P.O. BOX 1047 ELLENWOOD, GA 30294",,Phone Number: (770)507-8611,
"Mailing Address: P.O. BOX 1047 ELLENWOOD, GA 30294",,,
,,Fax Number: (770)507-8611 ,
,,,
,,,
Email:  CFCO@CS.COM,,Prequalification Expiration Date:Oct-31-2026,
,,,
"Work Class:643  -  FENCE (CHAIN LK, WOVEN OR BARBED WIRE)",,,
,,,
00000000018277,CENTENARIO TRUCKING LLC,ELIZABETH IBARRA,Registered
"Shipping Address: P.O. BOX 82 LYONS, GA 30436",,Phone Number: (912)245-5873,
,,,
Email:  ELIZABETHIBARRA797@GMAIL.COM,,Prequalification Expiration Date:Mar-31-2025,
,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:400a  -  HAULING ASPHALTIC CONCRETE MIX,,,
Work Class:432a  -  HAULING MILLINGS,,,
"Work Class:603a  -  HAULING RIP RAP TO PROJECT, ALL SIZES",,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
2CE375,"CENTERLINE SURVEYING, INC.",CATHERINE A. WEATHERLY,Registered
"Shipping Address: P.O. BOX 118 WILEY, GA 30581",,Phone Number: (770)630-8783,
,,,
Email:  CSISURVEYLADY@GMAIL.COM,,Prequalification Expiration Date:Sep-30-2025,
,,,
Work Class:149  -  CONSTRUCTION LAYOUT,,,
,,,
2CE635,"CENTRAL FENCE COMPANY, INC.",TERESA H. DIXON,Registered
"Shipping Address: 455 E. Main Street SWAINSBORO, GA 30401",,Phone Number: (912)237-4061,
"Mailing Address: 455 E. Main Street SWAINSBORO, GA 30401",,,
,,Fax Number: (478)237-9846 ,
,,,
,,,
Email:  tdixon@centralfenceco.com,,Prequalification Expiration Date:Mar-31-2022,
,,,
"Work Class:643  -  FENCE (CHAIN LK, WOVEN OR BARBED WIRE)",,,
,,,
00000000018442,"CENTRAL GEORGIA FORESTRY SERVICES, LLC",CORY CONWAY,Registered
"Shipping Address: 138 CORINTH CHURCH ROAD HAWKINSVILLE, GA 31036",,Phone Number: (478)973-9605,
,,,
Email:  CCONWAY1995@YAHOO.COM,,Prequalification Expiration Date:Jul-31-2025,
,,,
Work Class:201  -  CLEARING AND GRUBBING RIGHT OF WAY,,,
,,,
00000000014863,"CEO HAULING, LLC",MS. LYNETTE  OLIVER,Registered
,,,
Email:  cloliver@ceohauling.com,,Prequalification Expiration Date:Mar-31-2021,
,,,
Work Class:205a  -  HAULING SOIL WITHIN THE PROJECT,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:400a  -  HAULING ASPHALTIC CONCRETE MIX,,,
Work Class:432a  -  HAULING MILLINGS,,,
"Work Class:603a  -  HAULING RIP RAP TO PROJECT, ALL SIZES",,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
00000000018456,CGS LLC,JOAQUIN CONTRERAS,Registered
"Shipping Address: 6040 DAWSON BLVD NORCROSS, GA 30093",,Phone Number: (404)234-0248,
,,,
Email:  INFO@CGSCONTRACTORS.COM,,Prequalification Expiration Date:Jun-30-2025,
,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
,,,
00000000018273,"CH & G CONCRETE, LLC",JOSE CHAVEZ,Registered
"Shipping Address: 3930 BROOKSBRIDGE CROSSING ALPHARETTA, GA 30022",,Phone Number: (470)331-1445,
,,,
Email:  CHGCONCRETE1@GMAIL.COM,,Prequalification Expiration Date:Mar-31-2025,
,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
,,,
00000000013455,"CHAMPION PAINTING SPECIALTY SERVICES, CORP",CARLOS M. HERNANDEZ,Prequalified
"Shipping Address: 130 SW 22 STREET FT. LAUDERDALE, FL 33315",,Phone Number: (954)462-9079,
,,,
Email:  ADOMINGUEZ@CHAMPIONSSC.COM,,Prequalification Expiration Date:Jul-31-2026,
,,,
Work Class:461  -  SEALING ROADWAY & BRIDGE JOINTS & CRACKS,,,
Work Class:535  -  PAINTING STRUCTURES,,,
,,,
00000000019190,CHAMPS INVESTMENTS LLC,PATRICK FIFFLE,Registered
"Shipping Address: 2530 SOUTH HAIRSTON ROAD DECATUR, GA 30035",,Phone Number: (678)468-8040,
,,,
Email:  1CHAMPSTRUCKING@GMAIL.COM,,Prequalification Expiration Date:Jul-31-2026,
,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:400a  -  HAULING ASPHALTIC CONCRETE MIX,,,
Work Class:432a  -  HAULING MILLINGS,,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
00000000018783,CHANDLER LEGACY GROUP TRANSPORT LLC,JOSHUA CHANDLER,Registered
"Shipping Address: 2910 EMME CT CONYERS, GA 30094",,Phone Number: (601)335-1136,
,,,
Email:  J.CHANDLER@CLGTRANSPORT.COM,,Prequalification Expiration Date:Mar-31-2026,
,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:432a  -  HAULING MILLINGS,,,
"Work Class:603a  -  HAULING RIP RAP TO PROJECT, ALL SIZES",,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
2CH080,"CHAPMAN FENCE COMPANY, INC.",DUSTIN CHAPMAN,Registered
"Shipping Address: 4955 ATHENS HWY JEFFERSON, GA 30549",,Phone Number: (706)367-9511,
,,,
Email:  OFFICE@CHAPMANFENCE.COM,,Prequalification Expiration Date:Jan-31-2026,
,,,
"Work Class:643  -  FENCE (CHAIN LK, WOVEN OR BARBED WIRE)",,,
,,,
00000000015167,"CHAPPELL CONSTRUCTION GROUP, INC.",WADE CHAPPELL,Prequalified
,,,
Email:  WADE@CHAPPELLCG.COM,,Prequalification Expiration Date:Oct-31-2019,
,,,
Work Class:149  -  CONSTRUCTION LAYOUT,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:500a  -  RETAINING WALLS,,,
Work Class:502  -  TIMBER STRUCTURES,,,
"Work Class:643  -  FENCE (CHAIN LK, WOVEN OR BARBED WIRE)",,,
Work Class:797  -  BUILDINGS,,,
,,,
2SH168,CHARLES E. SHAW ELECTRICAL CONTRACTOR,CHARLES E. SHAW,Registered
"Shipping Address: 728 GRANITE ST. ELBERTON, GA 30635",,Phone Number: (706)213-7576,
"Mailing Address: 728 GRANITE ST. ELBERTON, GA 30635",,,
,,Fax Number: (706)213-8813 ,
,,,
,,,
Email:  CESHAWELECTRIC@YAHOO.COM,,Prequalification Expiration Date:May-31-2020,
,,,
Work Class:664  -  ELECTRICAL DISTRIBUTION,,,
Work Class:680  -  LIGHTING STANDARDS AND LUMINAIRES,,,
Work Class:797  -  BUILDINGS,,,
,,,
2WA940,"CHARLES E. WATTS, INC.","CHARLES E. WATTS, JR.",Prequalified
"Shipping Address: 501 N. ALBERT RAINS BLVD. GADSDEN, AL 35901",,Phone Number: (256)547-2554,
"Mailing Address: 501 N. ALBERT RAINS BLVD. GADSDEN, AL 35901",,,
,,Fax Number: (205)549-0321 ,
,,,
,,,
Email:  cwatts@charlesewattsinc.com,,Prequalification Expiration Date:May-31-2024,
,,,
Work Class:424  -  SURFACE TREATMENT,,,
,,,
00000000014446,"CHARLIE HESTER CONSTRUCTION, INC.",CHARLIE HESTER,Registered
,,,
Email:  HESTCON@TDS.NET,,Prequalification Expiration Date:Oct-31-2018,
,,,
,,,
2CH200,"CHARTER CONSTRUCTION SERVICES, INC.",S. KAY BROADDUS,Registered
"Shipping Address: 4998 LAKELAND WOODS CT. ATLANTA, GA 30338",,Phone Number: (770)235-5992,
,,,
Email:  KAY@CHARTERCS.COM,,Prequalification Expiration Date:Jun-30-2026,
,,,
Work Class:163  -  MISCELLANEOUS EROSION CONTROL ITEMS,,,
Work Class:167  -  WATER QUALITY MONITORING,,,
Work Class:201  -  CLEARING AND GRUBBING RIGHT OF WAY,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
"Work Class:643  -  FENCE (CHAIN LK, WOVEN OR BARBED WIRE)",,,
Work Class:700  -  GRASSING,,,
"Work Class:702  -  VINE, SHRUB, AND TREE PLANTING",,,
,,,
00000000013643,"CHASE PLUMBING & MECHANICAL, INC.",ROB CHASE,Prequalified
,,,
Email:  mattie@chaseplumbing.us,,Prequalification Expiration Date:Nov-30-2016,
,,,
"Work Class:550  -  STRM DR PIPE, PIPE-ARCH CLVT, SD DR PIPE",,,
Work Class:660  -  SANITARY SEWERS,,,
Work Class:668  -  MISC DRAINAGE STRUCTURES,,,
,,,
2CH265,"CHATFIELD CONTRACTING, INC.",KELLY J. CHATFIELD,Prequalified
"Shipping Address: 2500 DALLAS HWY, MARIETTA, GA 30064",,Phone Number: (770)948-1550,
,,,
Email:  CHAD@CHATFIELDCONTRACTING.COM,,Prequalification Expiration Date:Jun-30-2026,
,,,
Work Class:201  -  CLEARING AND GRUBBING RIGHT OF WAY,,,
Work Class:205  -  ROADWAY EXCAVATION,,,
Work Class:209  -  SUBGRADE CONSTRUCTION,,,
Work Class:310  -  GRADED AGGREGATE CONSTRUCTION,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
"Work Class:550  -  STRM DR PIPE, PIPE-ARCH CLVT, SD DR PIPE",,,
Work Class:660  -  SANITARY SEWERS,,,
Work Class:668  -  MISC DRAINAGE STRUCTURES,,,
,,,
00000000013095,"CHATTAHOOCHEE GROUP, INC.",Jacob W. Gailey,Prequalified
"Shipping Address: P.O. Box 172 Clermont, GA 30527",,Phone Number: (770)983-7004,
"Mailing Address: P.O. Box 172 Clermont, GA 30527",,,
,,Fax Number: (770)983-7959 ,
,,,
,,,
Email:  MTHOMAS@CHATGROUPINC.COM,,Prequalification Expiration Date:Jan-31-2026,
,,,
Work Class:149  -  CONSTRUCTION LAYOUT,,,
Work Class:150  -  TRAFFIC CONTROL,,,
Work Class:163  -  MISCELLANEOUS EROSION CONTROL ITEMS,,,
Work Class:209  -  SUBGRADE CONSTRUCTION,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:452  -  FULL DEPTH SLAB REPLACEMENT,,,
Work Class:500a  -  RETAINING WALLS,,,
Work Class:501  -  STEEL STRUCTURES,,,
"Work Class:550  -  STRM DR PIPE, PIPE-ARCH CLVT, SD DR PIPE",,,
Work Class:668  -  MISC DRAINAGE STRUCTURES,,,
,,,
2CH500,"CHEOAH CONSTRUCTION CO., INC.",JO DORIS SHULER,Registered
"Shipping Address: P. O. BOX 1248 ROBBINSVILLE, NC 28771",,Phone Number: (828)479-8622,
"Mailing Address: P. O. BOX 1248 ROBBINSVILLE, NC 28771",,,
,,Fax Number: (828)479-2834 ,
,,,
,,,
Email:  HNICHOLS.CHEOAH@FRONTIER.COM,,Prequalification Expiration Date:Jul-31-2026,
,,,
Work Class:201  -  CLEARING AND GRUBBING RIGHT OF WAY,,,
Work Class:205a  -  HAULING SOIL WITHIN THE PROJECT,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
Work Class:310a  -  HAULING GAB,,,
"Work Class:550  -  STRM DR PIPE, PIPE-ARCH CLVT, SD DR PIPE",,,
"Work Class:603a  -  HAULING RIP RAP TO PROJECT, ALL SIZES",,,
Work Class:668  -  MISC DRAINAGE STRUCTURES,,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
00000000018676,"CHEROKEE FIBER & ASSOCIATES, INC",SCOTT GEHRKE,Registered
"Shipping Address: 259 TRAVIS TRITT LANE CANTON, GA 30114",,Phone Number: (770)720-1043,
,,,
Email:  SCOTTG@CHEROKEEFIBER.COM,,Prequalification Expiration Date:Dec-31-2025,
,,,
Work Class:935  -  FIBER OPTIC SYSTEM,,,
,,,
00000000018465,"CHESAPEAKE BAY DIVING, INC",AARON ADDISON,Registered
"Shipping Address: 655 MT. VERNON AVENUE PORTSMOUTH, VA 23707",,Phone Number: (757)397-0422,
"Mailing Address: 655 MT. VERNON AVENUE PORTSMOUTH, VA 23707",,,
,,Fax Number: (757)399-8482 ,
,,,
,,,
Email:  AARON.ADDISON@CHESAPEAKEBAYDIVING.COM,,Prequalification Expiration Date:Aug-31-2025,
,,,
Work Class:520  -  PILING,,,
,,,
2BR630,CHESTER BROSS CONSTRUCTION COMPANY,CHESTER BROSS,Prequalified
"Shipping Address: P. O. BOX 430 HANNIBAL, MO 63401",,Phone Number: (573)221-5958,
"Mailing Address: P. O. BOX 430 HANNIBAL, MO 63401",,,
,,Fax Number: (573)221-1892 ,
,,,
,,,
Email:  MKBROSS@CBROSSGROUP.COM,,Prequalification Expiration Date:Nov-30-2020,
,,,
Work Class:205  -  ROADWAY EXCAVATION,,,
Work Class:208  -  EMBANKMENTS,,,
Work Class:209  -  SUBGRADE CONSTRUCTION,,,
Work Class:310  -  GRADED AGGREGATE CONSTRUCTION,,,
Work Class:400  -  HOT MIX ASPHALTIC CONCRETE CONSTRUCTION,,,
Work Class:439  -  PCC PAVEMENT,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:452  -  FULL DEPTH SLAB REPLACEMENT,,,
Work Class:668  -  MISC DRAINAGE STRUCTURES,,,
,,,
00000000014971,"CHRIS TRUCKER TRANSPORT, INC.",CHRISTOPHER ROBINSON,Registered
"Shipping Address: 12663 BROWN BRIDGE RD COVINGTON, GA 30016",,Phone Number: (678)386-4008,
"Mailing Address: 12663 BROWN BRIDGE RD COVINGTON, GA 30016",,,
,,Fax Number: (678)625-8555 ,
,,,
,,,
Email:  christruckertransport@yahoo.com,,Prequalification Expiration Date:Apr-30-2020,
,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:400a  -  HAULING ASPHALTIC CONCRETE MIX,,,
Work Class:432a  -  HAULING MILLINGS,,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
00000000014121,"CHRISJAH POPERTIES, INC.",DAN CRISPELL,Registered
,,,
Email:  DANCHRISJAH@GMAIL.COM,,Prequalification Expiration Date:Mar-31-2018,
,,,
,,,
00000000015324,"CHURCHILL PARTNERS, LLC",MYRES T. SANFIELD,Registered
,,,
Email:  MYRES30044@YAHOO.COM,,Prequalification Expiration Date:Oct-31-2019,
,,,
Work Class:500a  -  RETAINING WALLS,,,
Work Class:797  -  BUILDINGS,,,
,,,
2CI100,CIANBRO CORPORATION,PETER A. VIGUE,Prequalified
"Shipping Address: P. O. BOX 1000 PITTSFIELD, ME 04967",,Phone Number: (207)487-3311,
"Mailing Address: P. O. BOX 1000 PITTSFIELD, ME 04967",,,
,,Fax Number: (207)679-2465 ,
,,,
,,,
Email:  sbagley@cianbro.com,,Prequalification Expiration Date:Apr-30-2025,
,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:500  -  CONCRETE STRUCTURES,,,
Work Class:501  -  STEEL STRUCTURES,,,
Work Class:507  -  PRESTRESSED CONCRETE BRIDGE MEMBERS,,,
